id,name,type,bitwidth,num_elements,regularBins,bypassBins,totalBins,ops_total,mem,branches,loops,bins_per_weight,ops_per_bin,branches_per_bin,mem_per_bin,ops_per_weight
120,transformer.h.9.ln_2.weight,Weight,16,768,0,12289,12289,95676,1536,20371,13056,16.001302083333332,7.7854992269509316,1.6576613231345105,0.12498982830173326,124.578125
121,transformer.h.9.ln_2.bias,Bias,16,768,0,12289,12289,99726,1536,21721,13056,16.001302083333332,8.115062250793393,1.7675156644153307,0.12498982830173326,129.8515625
122,transformer.h.10.attn.c_attn.weight,Weight,8,1769472,8987884,6586346,15574230,158479802,19469648,44986074,7254418,8.801625569661459,10.175771258033302,2.8884942626377033,1.2501194601595071,89.56332849573207
123,transformer.h.10.attn.c_attn.bias,Bias,16,2304,0,36866,36866,282591,4608,59635,39168,16.000868055555557,7.665355612217219,1.6176151467476807,0.12499321868388216,122.65234375
124,transformer.h.10.attn.c_proj.weight,Weight,8,589824,3017707,1482011,4499718,48999531,6470215,14210058,1980665,7.628916422526042,10.889467073269925,3.15798856728355,1.437915664937225,83.07483418782552
125,transformer.h.10.attn.c_proj.bias,Bias,16,768,0,12289,12289,94539,1536,19992,13056,16.001302083333332,7.692977459516641,1.626820733989747,0.12498982830173326,123.09765625
126,transformer.h.10.ln_1.weight,Weight,16,768,3845,15,3860,52372,8266,16732,1542,5.026041666666667,13.567875647668394,4.3347150259067355,2.1414507772020723,68.19270833333333
127,transformer.h.10.ln_1.bias,Bias,16,768,0,12289,12289,99744,1536,21727,13056,16.001302083333332,8.116526975343803,1.7680039059321344,0.12498982830173326,129.875
128,transformer.h.10.mlp.c_fc.weight,Weight,8,2359296,12064765,6570975,18635740,198416367,25913718,56843345,8093465,7.898856268988715,10.647088175731149,3.0502327785212713,1.3905387175395236,84.09981918334961
129,transformer.h.10.mlp.c_fc.bias,Bias,16,3072,0,49154,49154,385119,6144,82291,52224,16.000651041666668,7.834947308459128,1.6741465597916751,0.12499491394393132,125.3642578125
130,transformer.h.10.mlp.c_proj.weight,Weight,8,2359296,12068946,6026136,18095082,197397061,25890346,57300736,8123932,7.669695536295573,10.908879053435625,3.1666469375491086,1.4307946214336027,83.66778098212347
131,transformer.h.10.mlp.c_proj.bias,Bias,16,768,0,12289,12289,93993,1536,19810,13056,16.001302083333332,7.648547481487509,1.6120107413133697,0.12498982830173326,122.38671875
132,transformer.h.10.ln_2.weight,Weight,16,768,0,12289,12289,93495,1536,19644,13056,16.001302083333332,7.6080234355928065,1.5985027260151354,0.12498982830173326,121.73828125
133,transformer.h.10.ln_2.bias,Bias,16,768,0,12289,12289,103257,1536,22898,13056,16.001302083333332,8.402392383432337,1.8632923752949793,0.12498982830173326,134.44921875
134,transformer.h.11.attn.c_attn.weight,Weight,8,1769472,8960603,6603606,15564209,158241175,19416820,44919975,7272249,8.795962298357928,10.166991139736044,2.88610715777461,1.247530150745213,89.42847075285735
135,transformer.h.11.attn.c_attn.bias,Bias,16,2304,0,36866,36866,281490,4608,59268,39168,16.000868055555557,7.635490696034286,1.6076601746867032,0.12499321868388216,122.17447916666667
